eventID,account,process,target
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\dllhost.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\taskhostw.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\installagent.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\wuapihost.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\dllhost.exe,train
4688,dcadmin,c:\windows\explorer.exe,train
4688,dcadmin,c:\windows\system32\mmc.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\backgroundtaskhost.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\dllhost.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\dllhost.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4688,dcadmin,c:\windows\explorer.exe,train
4688,dcadmin,c:\windows\system32\mmc.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\backgroundtaskhost.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\systemapps\microsoft.windows.cortana_cw5n1h2txyewy\searchui.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\backgroundtaskhost.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\taskhostw.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\installagent.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\taskhostw.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\dllhost.exe,train
4688,dcadmin,c:\windows\explorer.exe,train
4688,dcadmin,c:\windows\system32\mmc.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\backgroundtaskhost.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\backgroundtaskhost.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\systemapps\microsoft.windows.cortana_cw5n1h2txyewy\searchui.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\backgroundtaskhost.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\dllhost.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\systemsettingsbroker.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\dllhost.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\dllhost.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\backgroundtaskhost.exe,train
4688,dcadmin,c:\windows\explorer.exe,train
4688,dcadmin,c:\windows\system32\mmc.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\backgroundtaskhost.exe,train
4688,dcadmin,c:\windows\explorer.exe,train
4688,dcadmin,c:\windows\system32\mmc.exe,train
5140,dcadmin,,train
5140,dcadmin,,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4674,dcadmin,c:\windows\system32\wbem\wmiprvse.exe,train
4688,dcadmin,c:\windows\system32\mmc.exe,train
4688,dcadmin,c:\windows\system32\werfault.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\tstheme.exe,train
4688,dcadmin,c:\windows\system32\svchost.exe,train
4688,dcadmin,c:\windows\system32\rdpclip.exe,train
4688,dcadmin,c:\windows\system32\winlogon.exe,train
4688,dcadmin,c:\windows\system32\atbroker.exe,train
