,eventID,account_admin,account_dcadmin,account_user103,process_c:\windows\system32\hostname.exe,process_c:\windows\system32\ipconfig.exe,process_c:\windows\system32\netsh.exe,process_c:\windows\system32\netstat.exe,process_c:\windows\system32\ping.exe,process_c:\windows\system32\services.exe,process_c:\windows\system32\wbem\wmic.exe,process_c:\windows\system32\wbem\wmiprvse.exe,objectname_psexesvc,target_train
24699,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24700,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24702,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24703,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24705,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24706,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24708,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24709,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24711,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24712,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24714,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24715,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24717,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24718,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24720,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24721,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24723,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24724,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24726,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24727,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24729,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24730,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24732,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24733,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24735,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24736,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24738,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24739,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24741,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24742,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24744,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24745,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24747,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24748,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24750,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24751,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24753,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24754,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24756,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24757,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24759,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24760,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24762,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24763,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24765,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24766,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24768,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24769,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24771,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24772,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24774,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24775,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24777,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24778,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24780,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24781,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24783,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24784,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24786,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24787,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24789,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24790,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24792,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24793,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24795,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24796,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24798,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24799,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24801,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24802,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24804,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24805,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24807,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24808,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24810,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24811,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24813,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24814,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24816,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24817,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24819,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24820,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24822,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24823,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24825,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24826,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24828,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24829,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24831,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24832,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24834,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24835,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24837,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24838,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24840,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24841,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24843,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24844,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24846,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24847,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24849,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24850,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24852,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24853,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24855,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24856,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24858,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24859,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24861,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24862,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24864,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24865,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24867,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24868,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24870,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24871,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24873,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
24874,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
28292,4674,1,0,0,0,0,0,0,0,0,1,0,0,1
28293,4674,1,0,0,0,0,0,0,0,0,1,0,0,1
28336,4674,1,0,0,0,0,0,0,0,1,0,0,1,1
28345,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
28346,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
28352,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
28353,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
28354,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
28355,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
28356,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
28357,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
28359,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
28360,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
28361,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
28362,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
28364,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
28365,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
28399,4674,1,0,0,0,0,0,0,0,1,0,0,1,1
28405,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28406,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28407,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28408,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28409,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28410,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28411,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28412,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28414,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28415,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28416,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28417,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28418,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28419,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28420,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
28432,4674,1,0,0,0,0,0,0,0,0,1,0,0,1
28433,4674,1,0,0,0,0,0,0,0,0,1,0,0,1
28452,4674,1,0,0,0,0,0,0,0,1,0,0,1,1
30817,4674,0,1,0,1,0,0,0,0,0,0,0,0,1
30818,4674,0,1,0,1,0,0,0,0,0,0,0,0,1
30877,4674,1,0,0,0,0,0,0,0,1,0,0,1,1
30881,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
30882,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
30884,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
30885,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
30889,4674,1,0,0,0,0,0,0,0,1,0,0,1,1
30891,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
30892,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
30894,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
30895,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
30901,4674,1,0,0,0,0,0,0,0,1,0,0,1,1
30905,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
30906,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
30908,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
30909,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
30914,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
30915,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30919,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
30920,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
30922,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
30923,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
30924,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
30925,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30926,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30929,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
30930,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30932,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
30933,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
30935,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
30936,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
30937,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
30938,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30939,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30940,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
30941,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30943,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
30944,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
30946,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
30947,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
30948,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
30949,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30950,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30951,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
30952,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30954,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
30955,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
30957,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
30958,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
30959,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
30960,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30961,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30962,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
30963,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30965,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
30966,4674,0,1,0,0,1,0,0,0,0,0,0,0,1
30968,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
30969,4674,0,1,0,0,0,0,0,1,0,0,0,0,1
30970,4674,0,1,0,0,0,0,0,0,1,0,0,0,1
30971,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30972,4674,0,1,0,0,0,0,0,0,1,0,0,1,1
30979,4674,1,0,0,0,0,0,0,0,1,0,0,1,1
30983,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
30984,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
30986,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
30987,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
30998,4674,1,0,0,0,0,0,0,0,1,0,0,1,1
31002,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
31003,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
31005,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
31006,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
31015,4674,1,0,0,0,0,0,0,0,1,0,0,1,1
31017,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
31018,4674,1,0,0,0,1,0,0,0,0,0,0,0,1
31020,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
31021,4674,1,0,0,0,0,0,0,1,0,0,0,0,1
31063,4674,1,0,0,0,0,0,0,0,0,1,0,0,1
31064,4674,1,0,0,0,0,0,0,0,0,1,0,0,1
31073,4674,1,0,0,0,0,0,0,0,1,0,0,1,1
31079,4674,1,0,0,0,0,0,0,0,1,0,0,1,1
31081,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31082,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31083,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31084,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31085,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31086,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31088,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
31089,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
31090,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
31091,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
31098,4674,0,1,0,0,0,0,0,0,0,0,1,0,1
31099,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
31100,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
31101,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
31115,4674,1,0,0,0,0,0,0,0,0,1,0,0,1
31116,4674,1,0,0,0,0,0,0,0,0,1,0,0,1
31120,4674,1,0,0,0,0,0,0,0,1,0,0,1,1
31125,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31126,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31127,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31128,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31129,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31130,4674,1,0,0,0,0,1,0,0,0,0,0,0,1
31132,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
31133,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
31134,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
31135,4674,1,0,0,0,0,0,1,0,0,0,0,0,1
31142,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
31143,4674,1,0,0,0,0,0,0,0,0,0,1,0,1
31147,4674,1,0,0,0,0,0,0,0,0,1,0,0,1
31148,4674,1,0,0,0,0,0,0,0,0,1,0,0,1
31177,4674,1,0,0,0,0,0,0,0,1,0,0,1,1
