,datetime,eventid,accountname,clientaddr,servicename,processname,objectname,sharename,securityid
0,"March 26th 2019, 17:09:48.085",5140,user01,10.0.9.251,,,,\*\ipc$,example2\user01
1,"March 26th 2019, 17:09:48.284",4624,dc2016$,10.0.9.251,,,,,s-1-5-18
2,"March 26th 2019, 17:09:49.284",4776,dc2016$,10.0.9.251,,,,,s-1-5-18
3,"March 26th 2019, 17:09:48.284",4624,user01,10.0.9.251,,,,,s-1-5-18
4,"March 26th 2019, 17:09:49.284",4776,user01,,,,,,s-1-5-18
5,"March 26th 2019, 17:09:49.284",4776,user01,,,,,,s-1-5-18
6,"March 26th 2019, 17:09:49.284",4776,user01,,,,,,s-1-5-18
7,"March 26th 2019, 17:09:48.085",5140,user01,10.0.9.251,,,,\*\ipc$,example2\user01
8,"March 26th 2019, 17:09:51.085",5140,user01,10.0.9.251,,,,\*\ipc$,example2\user01
9,"March 26th 2019, 17:09:48.085",5140,user02,10.0.9.251,,,,\*\ipc$,example2\user01
10,"March 26th 2019, 18:09:48.284",4624,user01,10.0.9.251,,,,,s-1-5-18
11,"March 26th 2019, 18:09:48.385",5140,user01,10.0.9.251,,,,\*\ipc$,example2\user01
12,"March 26th 2019, 17:09:48.085",5140,user01,10.0.9.251,,,,\*\ipc$,example2\user01
13,"March 26th 2019, 18:09:48.385",5140,user01,10.0.9.251,,,,\*\ipc$,example2\user01
14,"March 26th 2019, 18:09:49.484",4776,user01,,,,,,s-1-5-18
15,"March 26th 2019, 18:09:48.584",4624,user01,10.0.9.251,,,,,s-1-5-18
16,"March 26th 2019, 19:09:48.385",5140,user01,10.0.9.251,,,,\*\ipc$,example2\user01
17,"March 26th 2019, 19:09:48.584",4624,user01,10.0.9.251,,,,,s-1-5-18
18,"March 26th 2019, 19:09:49.684",4776,user01,,,,,,s-1-5-18
19,"May 10th 2019, 12:26:18.339",4688,system,,,c:\windows\system32\cmd.exe,,,system
20,"May 10th 2019, 12:26:18.339",4688,system,,,c:\windows\system32\cmd.exe,,,system
21,"May 10th 2019, 12:26:18.027",5140,anonymous logon,10.0.9.27,,,,\*\ipc$,anonymous logon
22,"May 10th 2019, 12:26:18.214",5140,dc2012$,10.0.9.27,,,,\*\ipc$,system
23,"May 10th 2019, 12:26:18.339",4688,system,,,c:\windows\system32\cmd.exe,,,system
24,2019-07-02T06:14:45.382Z,5140,kanaopc$,10.0.9.30,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3179
25,2019-07-02T06:14:17.188Z,5140,dc2016$,fe80::dc78:c1f4:776:9808,,,,\*\sysvol,s-1-5-18
26,2019-07-02T06:14:17.195Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
27,2019-07-02T06:14:17.195Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
28,2019-07-02T06:14:17.195Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
29,2019-07-02T06:14:17.195Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
30,2019-07-02T06:14:18.597Z,5140,filesv$,10.0.19.102,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3172
31,2019-07-02T06:15:55.517Z,4674,administrator,,,c:\windows\system32\wbem\wmiprvse.exe,\registry\machine\software\microsoft\windows nt\currentversion\perflib,,
32,2019-07-02T06:15:55.517Z,4674,administrator,,,c:\windows\system32\wbem\wmiprvse.exe,-,,
33,2019-07-02T06:15:54.458Z,4688,dc2016$,,,c:\windows\system32\wbem\wmiprvse.exe,,,s-1-5-18
34,2019-07-02T06:15:54.506Z,4674,administrator,,,c:\windows\system32\wbem\wmiprvse.exe,\registry\machine\software\microsoft\windows nt\currentversion\perflib,,
35,2019-07-02T06:15:54.506Z,4674,administrator,,,c:\windows\system32\wbem\wmiprvse.exe,-,,
36,2019-07-02T06:15:56.877Z,4688,dc2016$,,,c:\windows\system32\wbem\wmiprvse.exe,,,s-1-5-18
37,2019-07-02T06:18:35.529Z,5140,dc2016$,fe80::dc78:c1f4:776:9808,,,,\*\sysvol,s-1-5-18
38,2019-07-02T06:19:17.308Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
39,2019-07-02T06:19:17.308Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
40,2019-07-02T06:19:17.301Z,5140,dc2016$,fe80::dc78:c1f4:776:9808,,,,\*\sysvol,s-1-5-18
41,2019-07-02T06:19:17.308Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
42,2019-07-02T06:19:17.308Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
43,2019-07-02T06:22:20.569Z,4688,dc2016$,,,c:\windows\system32\smss.exe,,,s-1-5-18
44,2019-07-02T06:22:22.103Z,4688,dc2016$,,,c:\windows\system32\tstheme.exe,,,s-1-5-18
45,2019-07-02T06:22:20.573Z,4688,dc2016$,,,c:\windows\system32\csrss.exe,,,s-1-5-18
46,2019-07-02T06:22:22.122Z,4688,dc2016$,,,c:\windows\system32\rdpclip.exe,,,s-1-5-20
47,2019-07-02T06:22:20.583Z,4688,dc2016$,,,c:\windows\system32\winlogon.exe,,,s-1-5-18
48,2019-07-02T06:22:22.191Z,4688,dc2016$,,,c:\windows\system32\runtimebroker.exe,,,s-1-5-18
49,2019-07-02T06:22:20.729Z,4688,dc2016$,,,c:\windows\system32\logonui.exe,,,s-1-5-18
50,2019-07-02T06:22:20.729Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
51,2019-07-02T06:22:22.221Z,4688,dc2016$,,,c:\windows\system32\sihost.exe,,,s-1-5-18
52,2019-07-02T06:22:20.784Z,4688,dc2016$,,,c:\windows\system32\dwm.exe,,,s-1-5-18
53,2019-07-02T06:22:20.944Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
54,2019-07-02T06:22:22.224Z,4688,dc2016$,,,c:\windows\system32\svchost.exe,,,s-1-5-18
55,2019-07-02T06:22:20.952Z,4768,dcadmin,::1,,,,,
56,2019-07-02T06:22:20.952Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
57,2019-07-02T06:22:22.250Z,4688,dc2016$,,,c:\windows\system32\taskhostw.exe,,,s-1-5-18
58,2019-07-02T06:22:20.953Z,4769,dcadmin,::1,,,,,
59,2019-07-02T06:22:20.989Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
60,2019-07-02T06:22:20.989Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
61,2019-07-02T06:22:22.257Z,4688,dc2016$,,,c:\windows\system32\xblgamesavetask.exe,,,s-1-5-18
62,2019-07-02T06:22:21.253Z,4688,dc2016$,,,c:\windows\system32\dllhost.exe,,,s-1-5-18
63,2019-07-02T06:22:21.295Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
64,2019-07-02T06:22:22.260Z,4688,dc2016$,,,c:\windows\system32\servermanagerlauncher.exe,,,s-1-5-18
65,2019-07-02T06:22:22.849Z,4688,dcadmin,::1,,c:\windows\system32\unregmp2.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
66,2019-07-02T06:22:22.263Z,4688,dc2016$,,,c:\windows\system32\conhost.exe,,,s-1-5-18
67,2019-07-02T06:22:22.922Z,4688,dcadmin,::1,,c:\windows\system32\ie4uinit.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
68,2019-07-02T06:22:22.286Z,4688,dc2016$,,,c:\windows\system32\taskhostw.exe,,,s-1-5-18
69,2019-07-02T06:22:23.040Z,4688,dcadmin,::1,,c:\windows\system32\ie4uinit.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
70,2019-07-02T06:22:22.292Z,4688,dcadmin,::1,,c:\windows\system32\rdpinput.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
71,2019-07-02T06:22:23.132Z,4688,dcadmin,::1,,c:\windows\system32\rundll32.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
72,2019-07-02T06:22:22.360Z,4688,dc2016$,,,c:\windows\system32\consent.exe,,,s-1-5-18
73,2019-07-02T06:22:22.371Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
74,2019-07-02T06:22:22.413Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
75,2019-07-02T06:22:23.504Z,4688,dc2016$,,,c:\windows\system32\taskhostw.exe,,,s-1-5-18
76,2019-07-02T06:22:22.431Z,4688,dc2016$,,,c:\windows\system32\rdpinput.exe,,,s-1-5-18
77,2019-07-02T06:22:23.516Z,4688,dc2016$,,,c:\windows\system32\dllhost.exe,,,s-1-5-18
78,2019-07-02T06:22:22.445Z,4688,dc2016$,,,c:\windows\system32\userinit.exe,,,s-1-5-18
79,2019-07-02T06:22:23.564Z,4688,dcadmin,::1,,c:\windows\system32\unregmp2.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
80,2019-07-02T06:22:22.453Z,4688,dcadmin,::1,,c:\windows\explorer.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
81,2019-07-02T06:22:23.794Z,4688,dcadmin,::1,,c:\windows\system32\rundll32.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
82,2019-07-02T06:22:22.632Z,4688,dc2016$,,,c:\windows\system32\svchost.exe,,,s-1-5-18
83,2019-07-02T06:22:23.866Z,4688,dcadmin,::1,,c:\windows\system32\rundll32.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
84,2019-07-02T06:22:22.771Z,4688,dc2016$,,,c:\windows\system32\svchost.exe,,,s-1-5-18
85,2019-07-02T06:22:24.017Z,4688,dc2016$,,,c:\windows\system32\rundll32.exe,,,s-1-5-18
86,2019-07-02T06:22:25.384Z,4688,dc2016$,,,c:\windows\system32\dllhost.exe,,,s-1-5-18
87,2019-07-02T06:22:25.924Z,4688,dcadmin,::1,,c:\windows\system32\servermanager.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
88,2019-07-02T06:22:25.929Z,4688,dc2016$,,,c:\windows\system32\consent.exe,,,s-1-5-18
89,2019-07-02T06:22:25.941Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
90,2019-07-02T06:22:25.956Z,4673,dcadmin,::1,,c:\windows\system32\svchost.exe,,,
91,2019-07-02T06:22:25.957Z,4688,dc2016$,,,c:\windows\systemapps\shellexperiencehost_cw5n1h2txyewy\shellexperiencehost.exe,,,s-1-5-18
92,2019-07-02T06:22:26.026Z,4688,dc2016$,,,c:\windows\system32\dllhost.exe,,,s-1-5-18
93,2019-07-02T06:22:26.096Z,4673,dcadmin,::1,,c:\windows\system32\svchost.exe,,,
94,2019-07-02T06:22:26.100Z,4688,dc2016$,,,c:\windows\systemapps\microsoft.windows.cortana_cw5n1h2txyewy\searchui.exe,,,s-1-5-18
95,2019-07-02T06:22:26.157Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
96,2019-07-02T06:22:26.317Z,4688,dc2016$,,,c:\windows\system32\servermanager.exe,,,s-1-5-18
97,2019-07-02T06:22:27.138Z,4688,dc2016$,,,c:\windows\system32\settingsynchost.exe,,,s-1-5-18
98,2019-07-02T06:22:27.191Z,4673,dcadmin,::1,,c:\windows\system32\svchost.exe,,,
99,2019-07-02T06:22:27.203Z,4688,dc2016$,,,c:\windows\system32\backgroundtaskhost.exe,,,s-1-5-18
100,2019-07-02T06:22:27.211Z,5140,dcadmin,fe80::dc78:c1f4:776:9808,,,,\*\ipc$,s-1-5-21-388095587-3916525220-2479421359-3183
101,2019-07-02T06:22:27.443Z,4673,dcadmin,::1,,c:\windows\explorer.exe,,,
102,2019-07-02T06:22:27.790Z,4688,dcadmin,::1,,c:\windows\system32\fsquirt.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
103,2019-07-02T06:22:28.382Z,4688,dc2016$,,,c:\windows\system32\wbem\wmiprvse.exe,,,s-1-5-18
104,2019-07-02T06:22:28.444Z,4674,dcadmin,::1,,c:\windows\system32\servermanager.exe,\registry\machine\system\controlset001\services\winsock2\parameters,,
105,2019-07-02T06:22:28.444Z,4674,dcadmin,::1,,c:\windows\system32\servermanager.exe,-,,
106,2019-07-02T06:22:28.454Z,4674,dcadmin,::1,,c:\windows\system32\wbem\wmiprvse.exe,\registry\machine\software\microsoft\windows nt\currentversion\perflib,,
107,2019-07-02T06:22:28.454Z,4674,dcadmin,::1,,c:\windows\system32\wbem\wmiprvse.exe,-,,
108,2019-07-02T06:22:29.460Z,4674,dcadmin,::1,,c:\windows\system32\wbem\wmiprvse.exe,\registry\machine\software\microsoft\windows nt\currentversion\perflib,,
109,2019-07-02T06:22:29.460Z,4674,dcadmin,::1,,c:\windows\system32\wbem\wmiprvse.exe,-,,
110,2019-07-02T06:22:30.036Z,4673,dcadmin,::1,,c:\windows\system32\settingsynchost.exe,,,
111,2019-07-02T06:22:30.365Z,4688,dc2016$,,,c:\windows\system32\mobsync.exe,,,s-1-5-18
112,2019-07-02T06:22:30.771Z,4673,dcadmin,::1,,c:\windows\system32\settingsynchost.exe,,,
113,2019-07-02T06:22:30.809Z,4688,dc2016$,,,c:\windows\system32\consent.exe,,,s-1-5-18
114,2019-07-02T06:22:30.817Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
115,2019-07-02T06:22:30.860Z,4688,dc2016$,,,c:\windows\system32\wbem\wmiprvse.exe,,,s-1-5-18
116,2019-07-02T06:22:30.956Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
117,2019-07-02T06:22:31.051Z,4688,dc2016$,,,c:\windows\system32\dllhost.exe,,,s-1-5-18
118,2019-07-02T06:22:36.417Z,4688,dc2016$,,,c:\windows\system32\dllhost.exe,,,s-1-5-18
119,2019-07-02T06:22:37.741Z,4688,dcadmin,::1,,c:\program files\vmware\vmware tools\vmtoolsd.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
120,2019-07-02T06:23:02.756Z,4688,dc2016$,,,c:\windows\system32\musnotification.exe,,,s-1-5-18
121,2019-07-02T06:23:03.148Z,4688,dc2016$,,,c:\windows\system32\musnotification.exe,,,s-1-5-18
122,2019-07-02T06:23:03.149Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
123,2019-07-02T06:23:03.162Z,4688,dc2016$,,,c:\windows\system32\musnotificationux.exe,,,s-1-5-18
124,2019-07-02T06:23:22.585Z,4688,dc2016$,,,c:\windows\system32\applicationframehost.exe,,,s-1-5-18
125,2019-07-02T06:23:22.657Z,4688,dc2016$,,,c:\windows\immersivecontrolpanel\systemsettings.exe,,,s-1-5-18
126,2019-07-02T06:23:22.687Z,4688,dc2016$,,,c:\windows\system32\dllhost.exe,,,s-1-5-18
127,2019-07-02T06:23:22.767Z,4688,dc2016$,,,c:\windows\system32\dsregcmd.exe,,,s-1-5-18
128,2019-07-02T06:23:22.819Z,4688,dc2016$,,,c:\windows\system32\conhost.exe,,,s-1-5-18
129,2019-07-02T06:23:22.911Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
130,2019-07-02T06:23:25.090Z,4688,dc2016$,,,c:\windows\syswow64\dllhost.exe,,,s-1-5-18
131,2019-07-02T06:23:28.490Z,4688,dc2016$,,,c:\windows\system32\dllhost.exe,,,s-1-5-18
132,2019-07-02T06:23:28.507Z,4688,dc2016$,,,c:\windows\system32\dllhost.exe,,,s-1-5-18
133,2019-07-02T06:23:30.561Z,4688,dcadmin,::1,,c:\windows\system32\mmc.exe,,,s-1-5-21-388095587-3916525220-2479421359-3183
134,2019-07-02T06:23:30.641Z,4688,dc2016$,,,c:\windows\system32\consent.exe,,,s-1-5-18
135,2019-07-02T06:23:30.648Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
136,2019-07-02T06:23:30.718Z,4688,dc2016$,,,c:\windows\system32\dllhost.exe,,,s-1-5-18
137,2019-07-02T06:23:30.734Z,4673,dc2016$,,,c:\windows\system32\lsass.exe,,,
138,2019-07-02T06:23:30.739Z,4688,dc2016$,,,c:\windows\system32\dllhost.exe,,,s-1-5-18
139,2019-07-02T06:23:30.752Z,4688,dc2016$,,,c:\windows\system32\mmc.exe,,,s-1-5-18
140,2019-07-02T06:23:38.962Z,4688,dc2016$,,,c:\windows\system32\sppsvc.exe,,,s-1-5-18
141,2019-06-02T14:27:20.767Z,4672,dc$,,,,,,
142,2019-06-02T14:27:20.767Z,4672,dc$,,,,,,
143,2019-06-02T14:27:20.767Z,4672,dc$,,,,,,
144,2019-06-02T14:27:20.767Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
145,2019-06-02T14:27:21.313Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
146,2019-06-02T14:27:21.313Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
147,2019-06-02T14:27:21.313Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
148,2019-06-02T14:28:04.369Z,4672,dc$,,,,,,
149,2019-06-02T14:29:04.382Z,4672,dc$,,,,,,
150,2019-06-02T14:29:04.398Z,4769,dc$,::1,,,,,
151,2019-06-02T14:29:41.620Z,4672,system,,,,,,
152,2019-06-02T14:37:27.982Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
153,2019-06-02T14:38:04.502Z,4672,dc$,,,,,,
154,2019-06-02T14:39:04.515Z,4672,dc$,,,,,,
155,2019-06-02T14:29:41.620Z,4688,dc$,::1,,c:\windows\servicing\trustedinstaller.exe,,,s-1-5-18
156,2019-06-02T14:30:04.396Z,4672,dc$,,,,,,
157,2019-06-02T14:31:04.409Z,4672,dc$,,,,,,
158,2019-06-02T14:31:10.134Z,4672,dc$,,,,,,
159,2019-06-02T14:31:10.150Z,4672,dc$,,,,,,
160,2019-06-02T14:39:12.721Z,5140,dcadmin,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-21-348563049-1777579595-28763208-1116
161,2019-06-02T14:40:04.528Z,4672,dc$,,,,,,
162,2019-06-02T14:41:04.541Z,4672,dc$,,,,,,
163,2019-06-02T14:41:10.454Z,4672,dc$,,,,,,
164,2019-06-02T14:41:10.469Z,4672,dc$,,,,,,
165,2019-06-02T14:42:04.555Z,4672,dc$,,,,,,
166,2019-06-02T14:42:30.810Z,4672,dc$,,,,,,
167,2019-06-02T14:42:30.810Z,4672,dc$,,,,,,
168,2019-06-02T14:42:30.810Z,4672,dc$,,,,,,
169,2019-06-02T14:31:40.070Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-20
170,2019-06-02T14:42:30.810Z,4672,dc$,,,,,,
171,2019-06-02T14:32:04.422Z,4672,dc$,,,,,,
172,2019-06-02T14:32:24.125Z,4672,dc$,,,,,,
173,2019-06-02T14:32:24.125Z,4672,dc$,,,,,,
174,2019-06-02T14:32:24.125Z,4672,dc$,,,,,,
175,2019-06-02T14:32:24.125Z,4672,dc$,,,,,,
176,2019-06-02T14:42:30.810Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
177,2019-06-02T14:42:31.325Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
178,2019-06-02T14:42:31.325Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
179,2019-06-02T14:42:31.325Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
180,2019-06-02T14:32:24.125Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
181,2019-06-02T14:43:04.568Z,4672,dc$,,,,,,
182,2019-06-02T14:44:04.581Z,4672,dc$,,,,,,
183,2019-06-02T14:44:04.597Z,4769,dc$,::1,,,,,
184,2019-06-02T14:45:04.595Z,4672,dc$,,,,,,
185,2019-06-02T14:45:42.019Z,4672,dc$,,,,,,
186,2019-06-02T14:32:24.125Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
187,2019-06-02T14:32:24.640Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
188,2019-06-02T14:32:24.640Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
189,2019-06-02T14:32:24.640Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
190,2019-06-02T14:33:04.435Z,4672,dc$,,,,,,
191,2019-06-02T14:45:42.019Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
192,2019-06-02T14:33:06.884Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
193,2019-06-02T14:45:42.019Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
194,2019-06-02T14:46:04.608Z,4672,dc$,,,,,,
195,2019-06-02T14:33:18.943Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
196,2019-06-02T14:34:04.448Z,4672,dc$,,,,,,
197,2019-06-02T14:34:34.120Z,4672,dc$,,,,,,
198,2019-06-02T14:35:04.462Z,4672,dc$,,,,,,
199,2019-06-02T14:35:42.011Z,4672,dc$,,,,,,
200,2019-06-02T14:35:42.011Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
201,2019-06-02T14:36:04.475Z,4672,dc$,,,,,,
202,2019-06-02T14:36:10.294Z,4672,dc$,,,,,,
203,2019-06-02T14:36:10.309Z,4672,dc$,,,,,,
204,2019-06-02T14:37:04.488Z,4672,dc$,,,,,,
205,2019-06-02T14:37:27.467Z,4672,dc$,,,,,,
206,2019-06-02T14:37:27.467Z,4672,dc$,,,,,,
207,2019-06-02T14:37:27.467Z,4672,dc$,,,,,,
208,2019-06-02T14:37:27.467Z,4672,dc$,,,,,,
209,2019-06-02T14:37:27.467Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
210,2019-06-02T14:37:27.982Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
211,2019-06-02T14:37:27.982Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
212,2019-06-02T14:46:10.614Z,4672,dc$,,,,,,
213,2019-06-02T14:46:10.630Z,4672,dc$,,,,,,
214,2019-06-02T14:52:38.010Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
215,2019-06-02T14:52:38.025Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
216,2019-06-02T14:53:04.701Z,4672,dc$,,,,,,
217,2019-06-02T14:54:04.715Z,4672,dc$,,,,,,
218,2019-06-02T14:55:04.728Z,4672,dc$,,,,,,
219,2019-06-02T14:55:42.028Z,4672,dc$,,,,,,
220,2019-06-02T14:46:40.083Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-20
221,2019-06-02T14:55:42.028Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
222,2019-06-02T14:56:04.741Z,4672,dc$,,,,,,
223,2019-06-02T14:56:10.966Z,4672,dc$,,,,,,
224,2019-06-02T14:56:10.981Z,4672,dc$,,,,,,
225,2019-06-02T14:46:55.527Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
226,2019-06-02T14:57:04.755Z,4672,dc$,,,,,,
227,2019-06-02T14:47:04.621Z,4672,dc$,,,,,,
228,2019-06-02T14:57:40.837Z,4672,dc$,,,,,,
229,2019-06-02T14:57:40.837Z,4672,dc$,,,,,,
230,2019-06-02T14:57:40.837Z,4672,dc$,,,,,,
231,2019-06-02T14:57:40.837Z,4672,dc$,,,,,,
232,2019-06-02T14:47:07.585Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
233,2019-06-02T14:47:31.344Z,4672,dc$,,,,,,
234,2019-06-02T14:47:34.152Z,4672,dc$,,,,,,
235,2019-06-02T14:47:34.152Z,4672,dc$,,,,,,
236,2019-06-02T14:57:41.352Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
237,2019-06-02T14:47:34.152Z,4672,dc$,,,,,,
238,2019-06-02T14:47:34.152Z,4672,dc$,,,,,,
239,2019-06-02T14:57:41.352Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
240,2019-06-02T14:57:41.352Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
241,2019-06-02T14:57:52.007Z,4688,dc$,::1,,c:\windows\system32\ceipdata.exe,,,s-1-5-18
242,2019-06-02T14:47:34.152Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
243,2019-06-02T14:57:52.038Z,4688,dc$,::1,,c:\windows\system32\conhost.exe,,,s-1-5-18
244,2019-06-02T14:57:52.054Z,4673,dc$,::1,,c:\windows\system32\lsass.exe,,,
245,2019-06-02T14:58:04.768Z,4672,dc$,,,,,,
246,2019-06-02T14:59:04.781Z,4672,dc$,,,,,,
247,2019-06-02T14:59:04.797Z,4769,dc$,::1,,,,,
248,2019-06-02T15:00:04.795Z,4672,dc$,,,,,,
249,2019-06-02T14:47:34.152Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
250,2019-06-02T14:47:34.667Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
251,2019-06-02T14:47:34.667Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
252,2019-06-02T14:47:34.667Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
253,2019-06-02T14:48:04.635Z,4672,dc$,,,,,,
254,2019-06-02T14:49:04.648Z,4672,dc$,,,,,,
255,2019-06-02T14:50:04.661Z,4672,dc$,,,,,,
256,2019-06-02T14:51:04.675Z,4672,dc$,,,,,,
257,2019-06-02T14:51:10.774Z,4672,dc$,,,,,,
258,2019-06-02T14:51:10.790Z,4672,dc$,,,,,,
259,2019-06-02T14:52:04.688Z,4672,dc$,,,,,,
260,2019-06-02T14:52:37.495Z,4672,dc$,,,,,,
261,2019-06-02T14:52:37.495Z,4672,dc$,,,,,,
262,2019-06-02T14:52:37.495Z,4672,dc$,,,,,,
263,2019-06-02T14:52:37.495Z,4672,dc$,,,,,,
264,2019-06-02T15:00:44.169Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
265,2019-06-02T14:52:37.495Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
266,2019-06-02T14:52:38.010Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
267,2019-06-02T15:00:56.228Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
268,2019-06-02T15:01:04.808Z,4672,dc$,,,,,,
269,2019-06-02T15:01:11.126Z,4672,dc$,,,,,,
270,2019-06-02T15:01:11.141Z,4672,dc$,,,,,,
271,2019-06-02T15:01:40.095Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-20
272,2019-06-02T15:02:04.821Z,4672,dc$,,,,,,
273,2019-06-02T15:02:44.180Z,4672,dc$,,,,,,
274,2019-06-02T15:02:44.180Z,4672,dc$,,,,,,
275,2019-06-02T15:02:44.180Z,4672,dc$,,,,,,
276,2019-06-02T15:02:44.180Z,4672,dc$,,,,,,
277,2019-06-02T15:13:04.967Z,4672,dc$,,,,,,
278,2019-06-02T15:14:04.981Z,4672,dc$,,,,,,
279,2019-06-02T15:02:44.180Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
280,2019-06-02T15:14:04.996Z,4769,dc$,::1,,,,,
281,2019-06-02T15:02:44.180Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
282,2019-06-02T15:02:44.695Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
283,2019-06-02T15:02:44.695Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
284,2019-06-02T15:02:44.695Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
285,2019-06-02T15:03:04.835Z,4672,dc$,,,,,,
286,2019-06-02T15:04:04.848Z,4672,dc$,,,,,,
