,datetime,eventid,accountname,clientaddr,servicename,processname,objectname,sharename,securityid
786,2019-06-02T17:18:06.677Z,4672,dc$,,,,,,
787,2019-06-02T17:30:00.581Z,4688,dc$,::1,,c:\windows\system32\aitagent.exe,,,s-1-5-18
788,2019-06-02T17:18:14.430Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
789,2019-06-02T17:30:00.581Z,4688,dc$,::1,,c:\windows\system32\conhost.exe,,,s-1-5-18
790,2019-06-02T17:30:06.836Z,4672,dc$,,,,,,
791,2019-06-02T17:31:06.850Z,4672,dc$,,,,,,
792,2019-06-02T17:31:16.366Z,4672,dc$,,,,,,
793,2019-06-02T17:31:16.382Z,4672,dc$,,,,,,
794,2019-06-02T17:18:26.489Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
795,2019-06-02T17:19:06.690Z,4672,dc$,,,,,,
796,2019-06-02T17:19:11.932Z,4672,dc$,,,,,,
797,2019-06-02T17:19:14.740Z,4672,dc$,,,,,,
798,2019-06-02T17:19:14.740Z,4672,dc$,,,,,,
799,2019-06-02T17:19:14.740Z,4672,dc$,,,,,,
800,2019-06-02T17:19:14.740Z,4672,dc$,,,,,,
801,2019-06-02T17:31:26.896Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
802,2019-06-02T17:19:14.740Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
803,2019-06-02T17:31:38.955Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
804,2019-06-02T17:19:14.740Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
805,2019-06-02T17:19:15.255Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
806,2019-06-02T17:19:15.255Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
807,2019-06-02T17:19:15.270Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
808,2019-06-02T17:20:06.704Z,4672,dc$,,,,,,
809,2019-06-02T17:21:06.717Z,4672,dc$,,,,,,
810,2019-06-02T17:21:16.030Z,4672,dc$,,,,,,
811,2019-06-02T17:31:40.218Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-20
812,2019-06-02T17:21:16.046Z,4672,dc$,,,,,,
813,2019-06-02T17:22:06.730Z,4672,dc$,,,,,,
814,2019-06-02T17:23:06.744Z,4672,dc$,,,,,,
815,2019-06-02T17:23:30.003Z,4688,dc$,::1,,c:\windows\system32\taskeng.exe,,,s-1-5-18
816,2019-06-02T17:23:30.112Z,4673,dc$,::1,,c:\windows\system32\lsass.exe,,,
817,2019-06-02T17:31:51.014Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
818,2019-06-02T17:23:30.112Z,4688,dc$,::1,,c:\program files (x86)\google\update\googleupdate.exe,,,s-1-5-18
819,2019-06-02T17:24:06.757Z,4672,dc$,,,,,,
820,2019-06-02T17:24:18.082Z,4672,dc$,,,,,,
821,2019-06-02T17:24:18.082Z,4672,dc$,,,,,,
822,2019-06-02T17:24:18.082Z,4672,dc$,,,,,,
823,2019-06-02T17:24:18.082Z,4672,dc$,,,,,,
824,2019-06-02T17:32:03.072Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
825,2019-06-02T17:32:06.863Z,4672,dc$,,,,,,
826,2019-06-02T17:33:06.876Z,4672,dc$,,,,,,
827,2019-06-02T17:34:06.890Z,4672,dc$,,,,,,
828,2019-06-02T17:34:24.767Z,4672,dc$,,,,,,
829,2019-06-02T17:34:24.767Z,4672,dc$,,,,,,
830,2019-06-02T17:34:24.767Z,4672,dc$,,,,,,
831,2019-06-02T17:34:24.767Z,4672,dc$,,,,,,
832,2019-06-02T17:24:18.082Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
833,2019-06-02T17:24:18.597Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
834,2019-06-02T17:24:18.597Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
835,2019-06-02T17:24:18.597Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
836,2019-06-02T17:25:06.770Z,4672,dc$,,,,,,
837,2019-06-02T17:25:42.151Z,4672,dc$,,,,,,
838,2019-06-02T17:34:24.767Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
839,2019-06-02T17:25:42.151Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
840,2019-06-02T17:34:24.767Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
841,2019-06-02T17:34:25.282Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
842,2019-06-02T17:34:25.282Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
843,2019-06-02T17:34:25.282Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
844,2019-06-02T17:34:34.221Z,4672,dc$,,,,,,
845,2019-06-02T17:35:06.903Z,4672,dc$,,,,,,
846,2019-06-02T17:35:42.159Z,4672,dc$,,,,,,
847,2019-06-02T17:25:42.151Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
848,2019-06-02T17:26:06.783Z,4672,dc$,,,,,,
849,2019-06-02T17:26:16.190Z,4672,dc$,,,,,,
850,2019-06-02T17:26:16.206Z,4672,dc$,,,,,,
851,2019-06-02T17:27:06.796Z,4672,dc$,,,,,,
852,2019-06-02T17:28:06.810Z,4672,dc$,,,,,,
853,2019-06-02T17:29:06.823Z,4672,dc$,,,,,,
854,2019-06-02T17:29:06.839Z,4769,dc$,::1,,,,,
855,2019-06-02T17:29:21.425Z,4672,dc$,,,,,,
856,2019-06-02T17:29:21.425Z,4672,dc$,,,,,,
857,2019-06-02T17:29:21.425Z,4672,dc$,,,,,,
858,2019-06-02T17:29:21.425Z,4672,dc$,,,,,,
859,2019-06-02T17:35:42.159Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
860,2019-06-02T17:36:06.916Z,4672,dc$,,,,,,
861,2019-06-02T17:36:16.526Z,4672,dc$,,,,,,
862,2019-06-02T17:36:16.542Z,4672,dc$,,,,,,
863,2019-06-02T17:37:06.930Z,4672,dc$,,,,,,
864,2019-06-02T17:38:06.943Z,4672,dc$,,,,,,
865,2019-06-02T17:39:06.956Z,4672,dc$,,,,,,
866,2019-06-02T17:39:28.110Z,4672,dc$,,,,,,
867,2019-06-02T17:39:28.110Z,4672,dc$,,,,,,
868,2019-06-02T17:39:28.110Z,4672,dc$,,,,,,
869,2019-06-02T17:39:28.110Z,4672,dc$,,,,,,
870,2019-06-02T17:29:21.425Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
871,2019-06-02T17:29:21.940Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
872,2019-06-02T17:29:21.940Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
873,2019-06-02T17:29:21.940Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
874,2019-06-02T17:29:43.156Z,4672,system,,,,,,
875,2019-06-02T17:39:28.110Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
876,2019-06-02T17:39:28.625Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
877,2019-06-02T17:39:28.625Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
878,2019-06-02T17:39:28.625Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
879,2019-06-02T17:40:06.970Z,4672,dc$,,,,,,
880,2019-06-02T17:41:06.983Z,4672,dc$,,,,,,
881,2019-06-02T17:41:16.686Z,4672,dc$,,,,,,
882,2019-06-02T17:41:16.702Z,4672,dc$,,,,,,
883,2019-06-02T17:42:06.996Z,4672,dc$,,,,,,
884,2019-06-02T17:29:43.156Z,4688,dc$,::1,,c:\windows\servicing\trustedinstaller.exe,,,s-1-5-18
885,2019-06-02T17:43:07.010Z,4672,dc$,,,,,,
886,2019-06-02T17:44:07.023Z,4672,dc$,,,,,,
887,2019-06-02T17:44:07.038Z,4769,dc$,::1,,,,,
888,2019-06-02T17:44:31.452Z,4672,dc$,,,,,,
889,2019-06-02T17:44:31.452Z,4672,dc$,,,,,,
890,2019-06-02T17:44:31.452Z,4672,dc$,,,,,,
891,2019-06-02T17:44:31.452Z,4672,dc$,,,,,,
892,2019-06-02T17:44:31.452Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
893,2019-06-02T17:44:31.967Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
894,2019-06-02T17:44:31.967Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
895,2019-06-02T17:44:31.967Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
896,2019-06-02T17:56:07.182Z,4672,dc$,,,,,,
897,2019-06-02T17:56:17.166Z,4672,dc$,,,,,,
898,2019-06-02T17:56:17.182Z,4672,dc$,,,,,,
899,2019-06-02T17:57:07.195Z,4672,dc$,,,,,,
900,2019-06-02T17:58:07.209Z,4672,dc$,,,,,,
901,2019-06-02T17:45:03.479Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
902,2019-06-02T17:45:07.036Z,4672,dc$,,,,,,
903,2019-06-02T17:58:40.063Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
904,2019-06-02T17:45:15.538Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
905,2019-06-02T17:58:52.121Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
906,2019-06-02T17:45:27.597Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
907,2019-06-02T17:59:04.180Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
908,2019-06-02T17:59:07.222Z,4672,dc$,,,,,,
909,2019-06-02T17:45:39.656Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
910,2019-06-02T17:45:42.167Z,4672,dc$,,,,,,
911,2019-06-02T17:59:07.238Z,4769,dc$,::1,,,,,
912,2019-06-02T17:45:42.167Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
913,2019-06-02T17:59:16.239Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
914,2019-06-02T17:59:41.480Z,4672,dc$,,,,,,
915,2019-06-02T17:59:41.480Z,4672,dc$,,,,,,
916,2019-06-02T17:59:41.480Z,4672,dc$,,,,,,
917,2019-06-02T17:59:41.480Z,4672,dc$,,,,,,
918,2019-06-02T17:45:42.167Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
919,2019-06-02T17:46:07.049Z,4672,dc$,,,,,,
920,2019-06-02T17:46:16.846Z,4672,dc$,,,,,,
921,2019-06-02T17:46:16.862Z,4672,dc$,,,,,,
922,2019-06-02T17:59:41.480Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
923,2019-06-02T17:59:41.995Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
924,2019-06-02T17:59:41.995Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
925,2019-06-02T17:59:41.995Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
926,2019-06-02T18:00:00.075Z,4688,dc$,::1,,c:\windows\system32\wsqmcons.exe,,,s-1-5-18
927,2019-06-02T17:46:40.230Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-20
928,2019-06-02T17:47:07.062Z,4672,dc$,,,,,,
929,2019-06-02T17:48:07.076Z,4672,dc$,,,,,,
930,2019-06-02T17:49:07.089Z,4672,dc$,,,,,,
931,2019-06-02T17:49:31.987Z,4672,dc$,,,,,,
932,2019-06-02T17:49:34.795Z,4672,dc$,,,,,,
933,2019-06-02T17:49:34.795Z,4672,dc$,,,,,,
934,2019-06-02T17:49:34.795Z,4672,dc$,,,,,,
935,2019-06-02T17:49:34.795Z,4672,dc$,,,,,,
936,2019-06-02T18:00:00.106Z,4688,dc$,::1,,c:\windows\system32\schtasks.exe,,,s-1-5-18
937,2019-06-02T18:00:00.106Z,4688,dc$,::1,,c:\windows\system32\conhost.exe,,,s-1-5-18
938,2019-06-02T18:00:00.137Z,4673,dc$,::1,,c:\windows\system32\lsass.exe,,,
939,2019-06-02T18:00:07.235Z,4672,dc$,,,,,,
940,2019-06-02T18:01:07.249Z,4672,dc$,,,,,,
941,2019-06-02T18:01:17.327Z,4672,dc$,,,,,,
942,2019-06-02T18:01:17.342Z,4672,dc$,,,,,,
943,2019-06-02T17:49:34.795Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
944,2019-06-02T18:01:40.243Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-20
945,2019-06-02T18:02:07.262Z,4672,dc$,,,,,,
946,2019-06-02T17:49:34.795Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
947,2019-06-02T18:03:07.275Z,4672,dc$,,,,,,
948,2019-06-02T17:49:35.310Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
949,2019-06-02T17:49:35.310Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
950,2019-06-02T18:04:07.289Z,4672,dc$,,,,,,
951,2019-06-02T18:04:44.822Z,4672,dc$,,,,,,
952,2019-06-02T17:49:35.310Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
953,2019-06-02T18:04:44.822Z,4672,dc$,,,,,,
954,2019-06-02T17:50:07.102Z,4672,dc$,,,,,,
955,2019-06-02T18:04:44.822Z,4672,dc$,,,,,,
956,2019-06-02T17:51:07.116Z,4672,dc$,,,,,,
957,2019-06-02T18:04:44.822Z,4672,dc$,,,,,,
958,2019-06-02T17:51:17.006Z,4672,dc$,,,,,,
959,2019-06-02T17:51:17.022Z,4672,dc$,,,,,,
960,2019-06-02T17:52:07.129Z,4672,dc$,,,,,,
961,2019-06-02T17:53:07.142Z,4672,dc$,,,,,,
962,2019-06-02T17:54:07.156Z,4672,dc$,,,,,,
963,2019-06-02T17:54:38.137Z,4672,dc$,,,,,,
964,2019-06-02T17:54:38.137Z,4672,dc$,,,,,,
965,2019-06-02T17:54:38.137Z,4672,dc$,,,,,,
966,2019-06-02T17:54:38.137Z,4672,dc$,,,,,,
967,2019-06-02T18:04:44.822Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
968,2019-06-02T17:54:38.137Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
969,2019-06-02T17:54:38.652Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
970,2019-06-02T17:54:38.652Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
971,2019-06-02T17:54:38.668Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
972,2019-06-02T17:55:07.169Z,4672,dc$,,,,,,
973,2019-06-02T17:55:42.175Z,4672,dc$,,,,,,
974,2019-06-02T18:04:44.822Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
975,2019-06-02T18:04:45.337Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
976,2019-06-02T18:04:45.337Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
977,2019-06-02T18:04:45.337Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
978,2019-06-02T18:05:07.302Z,4672,dc$,,,,,,
979,2019-06-02T18:05:42.184Z,4672,dc$,,,,,,
980,2019-06-02T17:55:42.175Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
981,2019-06-02T18:05:42.184Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
982,2019-06-02T18:09:48.165Z,4672,dc$,,,,,,
983,2019-06-02T18:09:48.165Z,4672,dc$,,,,,,
984,2019-06-02T18:09:48.165Z,4672,dc$,,,,,,
985,2019-06-02T18:09:48.165Z,4672,dc$,,,,,,
986,2019-06-02T18:05:42.184Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
987,2019-06-02T18:06:07.315Z,4672,dc$,,,,,,
988,2019-06-02T18:06:17.502Z,4672,dc$,,,,,,
989,2019-06-02T18:06:17.518Z,4672,dc$,,,,,,
990,2019-06-02T18:07:07.329Z,4672,dc$,,,,,,
991,2019-06-02T18:08:07.342Z,4672,dc$,,,,,,
992,2019-06-02T18:09:07.371Z,4672,dc$,,,,,,
993,2019-06-02T18:09:48.165Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
994,2019-06-02T18:09:48.680Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
995,2019-06-02T18:09:48.680Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
996,2019-06-02T18:09:48.680Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
997,2019-06-02T18:10:07.384Z,4672,dc$,,,,,,
998,2019-06-02T18:11:07.398Z,4672,dc$,,,,,,
999,2019-06-02T18:11:17.678Z,4672,dc$,,,,,,
1000,2019-06-02T18:11:17.694Z,4672,dc$,,,,,,
1001,2019-06-02T18:12:07.411Z,4672,dc$,,,,,,
1002,2019-06-02T18:19:54.850Z,4672,dc$,,,,,,
1003,2019-06-02T18:19:54.850Z,4672,dc$,,,,,,
1004,2019-06-02T18:19:54.850Z,4672,dc$,,,,,,
1005,2019-06-02T18:12:28.705Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
1006,2019-06-02T18:19:54.850Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
1007,2019-06-02T18:12:40.764Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
1008,2019-06-02T18:13:07.424Z,4672,dc$,,,,,,
1009,2019-06-02T18:14:07.438Z,4672,dc$,,,,,,
1010,2019-06-02T18:14:07.453Z,4769,dc$,::1,,,,,
1011,2019-06-02T18:14:51.508Z,4672,dc$,,,,,,
1012,2019-06-02T18:14:51.508Z,4672,dc$,,,,,,
1013,2019-06-02T18:14:51.508Z,4672,dc$,,,,,,
1014,2019-06-02T18:14:51.508Z,4672,dc$,,,,,,
1015,2019-06-02T18:19:54.850Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
1016,2019-06-02T18:19:55.365Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1017,2019-06-02T18:19:55.365Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1018,2019-06-02T18:19:55.365Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1019,2019-06-02T18:20:07.517Z,4672,dc$,,,,,,
1020,2019-06-02T18:21:07.530Z,4672,dc$,,,,,,
1021,2019-06-02T18:21:17.998Z,4672,dc$,,,,,,
1022,2019-06-02T18:21:18.014Z,4672,dc$,,,,,,
1023,2019-06-02T18:22:07.544Z,4672,dc$,,,,,,
1024,2019-06-02T18:23:07.557Z,4672,dc$,,,,,,
1025,2019-06-02T18:14:51.508Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
1026,2019-06-02T18:23:30.005Z,4688,dc$,::1,,c:\windows\system32\taskeng.exe,,,s-1-5-18
1027,2019-06-02T18:14:52.023Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1028,2019-06-02T18:23:30.115Z,4673,dc$,::1,,c:\windows\system32\lsass.exe,,,
1029,2019-06-02T18:14:52.023Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1030,2019-06-02T18:14:52.023Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1031,2019-06-02T18:15:07.451Z,4672,dc$,,,,,,
1032,2019-06-02T18:15:11.039Z,4672,dc$,,,,,,
1033,2019-06-02T18:15:42.192Z,4672,dc$,,,,,,
1034,2019-06-02T18:23:30.115Z,4688,dc$,::1,,c:\program files (x86)\google\update\googleupdate.exe,,,s-1-5-18
1035,2019-06-02T18:24:07.570Z,4672,dc$,,,,,,
1036,2019-06-02T18:15:42.192Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
1037,2019-06-02T18:16:07.464Z,4672,dc$,,,,,,
1038,2019-06-02T18:16:17.838Z,4672,dc$,,,,,,
1039,2019-06-02T18:16:17.854Z,4672,dc$,,,,,,
1040,2019-06-02T18:24:19.395Z,5140,dcadmin,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-21-348563049-1777579595-28763208-1116
1041,2019-06-02T18:24:55.899Z,4672,dc$,,,,,,
1042,2019-06-02T18:24:55.899Z,4672,dc$,,,,,,
1043,2019-06-02T18:24:55.899Z,4672,dc$,,,,,,
1044,2019-06-02T18:24:55.899Z,4672,dc$,,,,,,
1045,2019-06-02T18:16:40.255Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-20
1046,2019-06-02T18:17:07.477Z,4672,dc$,,,,,,
1047,2019-06-02T18:18:07.491Z,4672,dc$,,,,,,
1048,2019-06-02T18:24:55.899Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
1049,2019-06-02T18:24:56.414Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1050,2019-06-02T18:24:56.414Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1051,2019-06-02T18:24:56.414Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1052,2019-06-02T18:25:07.584Z,4672,dc$,,,,,,
1053,2019-06-02T18:18:54.447Z,4688,dc$,::1,,c:\windows\system32\taskhost.exe,,,s-1-5-18
1054,2019-06-02T18:25:42.200Z,4672,dc$,,,,,,
1055,2019-06-02T18:18:54.447Z,4673,dc$,::1,,c:\windows\system32\lsass.exe,,,
1056,2019-06-02T18:18:54.478Z,4672,dc$,,,,,,
1057,2019-06-02T18:18:54.478Z,4672,dc$,,,,,,
1058,2019-06-02T18:18:54.478Z,4768,dc$,::1,,,,,
1059,2019-06-02T18:18:54.478Z,4769,dc$,::1,,,,,
1060,2019-06-02T18:18:54.478Z,4672,dc$,,,,,,
1061,2019-06-02T18:18:54.478Z,4672,dc$,,,,,,
1062,2019-06-02T18:18:54.493Z,4768,dc$,::1,,,,,
1063,2019-06-02T18:25:42.200Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
1064,2019-06-02T18:18:54.493Z,4769,dc$,::1,,,,,
1065,2019-06-02T18:18:54.493Z,4672,dc$,,,,,,
1066,2019-06-02T18:19:07.504Z,4672,dc$,,,,,,
1067,2019-06-02T18:19:52.042Z,4672,dc$,,,,,,
1068,2019-06-02T18:19:54.850Z,4672,dc$,,,,,,
1069,2019-06-02T18:25:42.200Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
1070,2019-06-02T18:26:07.597Z,4672,dc$,,,,,,
1071,2019-06-02T18:26:17.347Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
1072,2019-06-02T18:26:18.174Z,4672,dc$,,,,,,
1073,2019-06-02T18:26:18.189Z,4672,dc$,,,,,,
1074,2019-06-02T18:26:29.406Z,5140,anonymous logon,10.0.19.109,,,,\*\ipc$,s-1-5-7
1075,2019-06-02T18:27:07.610Z,4672,dc$,,,,,,
1076,2019-06-02T18:28:07.624Z,4672,dc$,,,,,,
1077,2019-06-02T18:29:07.637Z,4672,dc$,,,,,,
1078,2019-06-02T18:29:07.653Z,4769,dc$,::1,,,,,
1079,2019-06-02T18:29:43.517Z,4672,system,,,,,,
1080,2019-06-02T18:29:43.517Z,4688,dc$,::1,,c:\windows\servicing\trustedinstaller.exe,,,s-1-5-18
1081,2019-06-02T18:29:59.242Z,4672,dc$,,,,,,
1082,2019-06-02T18:29:59.242Z,4672,dc$,,,,,,
1083,2019-06-02T18:29:59.242Z,4672,dc$,,,,,,
1084,2019-06-02T18:29:59.242Z,4672,dc$,,,,,,
1085,2019-06-02T18:29:59.242Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
1086,2019-06-02T18:29:59.757Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1087,2019-06-02T18:29:59.757Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1088,2019-06-02T18:29:59.757Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1089,2019-06-02T18:30:07.650Z,4672,dc$,,,,,,
1090,2019-06-02T18:31:07.664Z,4672,dc$,,,,,,
1091,2019-06-02T18:31:18.334Z,4672,dc$,,,,,,
1092,2019-06-02T18:31:18.350Z,4672,dc$,,,,,,
1093,2019-06-02T18:45:09.269Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
1094,2019-06-02T18:31:40.268Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-20
1095,2019-06-02T18:45:09.784Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1096,2019-06-02T18:32:07.677Z,4672,dc$,,,,,,
1097,2019-06-02T18:45:09.784Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1098,2019-06-02T18:33:07.690Z,4672,dc$,,,,,,
1099,2019-06-02T18:34:07.704Z,4672,dc$,,,,,,
1100,2019-06-02T18:45:09.784Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1101,2019-06-02T18:34:34.255Z,4672,dc$,,,,,,
1102,2019-06-02T18:45:42.216Z,4672,dc$,,,,,,
1103,2019-06-02T18:35:02.585Z,4672,dc$,,,,,,
1104,2019-06-02T18:35:02.585Z,4672,dc$,,,,,,
1105,2019-06-02T18:35:02.585Z,4672,dc$,,,,,,
1106,2019-06-02T18:35:02.585Z,4672,dc$,,,,,,
1107,2019-06-02T18:45:42.216Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
1108,2019-06-02T18:35:02.585Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-18
1109,2019-06-02T18:45:42.216Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
1110,2019-06-02T18:46:07.863Z,4672,dc$,,,,,,
1111,2019-06-02T18:46:18.830Z,4672,dc$,,,,,,
1112,2019-06-02T18:46:18.845Z,4672,dc$,,,,,,
1113,2019-06-02T18:35:02.585Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\sysvol,s-1-5-18
1114,2019-06-02T18:35:03.099Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1115,2019-06-02T18:35:03.099Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1116,2019-06-02T18:35:03.099Z,4674,local service,,,c:\windows\system32\lsass.exe,-,,
1117,2019-06-02T18:35:07.717Z,4672,dc$,,,,,,
1118,2019-06-02T18:35:42.209Z,4672,dc$,,,,,,
1119,2019-06-02T18:46:40.280Z,5140,dc$,fe80::408:e75b:6dd3:2c05,,,,\*\ipc$,s-1-5-20
1120,2019-06-02T18:47:07.876Z,4672,dc$,,,,,,
1121,2019-06-02T18:48:07.890Z,4672,dc$,,,,,,
1122,2019-06-02T18:49:07.903Z,4672,dc$,,,,,,
1123,2019-06-02T18:50:07.916Z,4672,dc$,,,,,,
